ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO,
1741,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.74,2.96,Main,,,,,,,,,,,30.79,28.32,5.99,5.99,2.95,0.96,Ut,N,
1742,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.21,1.73,Main,,,,,,,,,,,19.28,19.28,15.04,12.37,5.7,1.5,,N,
175,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,14.21,4.32,Main,,,,,,,,,,,29.86,29.86,19.9,19.9,4.2,3.71,,N,
1743,LIK,VII,M4a-031,,,Opaline/CCS,10-40%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,3.74,2.22,Main,,,,,,,,,,,17.68,17.68,21.3,14.82,2.36,0.76,,N,
1744,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.67,2.66,Main,,,,,,,,,,,25.02,25.02,16.9,16.9,2.85,1.57,Ut,N,
1745,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.96,1.61,Main,,,,,,,,,,,20.23,20.23,15.68,12.21,2.39,0.94,Ret; Ut; Potential end scraper,N,
1746,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,7.76,2.41,Main,,,,,,,,,,,22.71,22.71,32.98,19.51,3.13,2.1,Ut,N,
1747,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.01,1.66,Main,,,,,,,,,,,22.37,22.37,15.24,12.04,3.63,1.84,Ut,N,
1748,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.28,1.68,Main,,,,,,,,,,,20.05,20.05,17.15,14.67,5.54,1.41,,N,
1749,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.93,4.15,Main,,,,,,,,,,,18.54,18.54,11.5,11.5,3.4,0.92,,N,
1750,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,7.25,2.76,Main,,,,,,,,,,,15.95,15.95,7.46,6.95,2.16,0.39,,N,
1751,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.52,4.03,,,,,,,,,,,,19.95,,18.29,,6.53,2.58,Ut,N,
1752,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,20.22,,12.28,,3.22,0.94,,N,
176,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,OVAL,NotPrepared,No,9.7,2.2,Main,,,,,,,,,,,15.13,15.13,18.11,18.11,9.3,2.79,,N,
1753,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12.17,,13.81,,3.55,0.62,,N,
1754,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.78,2.81,Main,,,,,,,,,,,30.82,30.82,11.64,11.64,2.51,1.25,Ut,N,
1755,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,5.17,1.96,Main,,,,,,,,,,,19.31,19.31,24.01,19.12,3.64,1.48,Ut,N,
1756,LIK,VII,M4a-031,,,Opaline/CCS,10-40%,Cobble,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,8.96,2.1,,,,,,,,,,,,12.54,,23.88,,4.54,1.41,,N,
1757,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,19.58,,9.69,,2.41,0.44,,N,
1758,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.99,3.37,Main,,,,,,,,,,,19.08,19.08,7.12,7.12,2.12,0.32,,N,
1759,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.36,1.34,,,,,,,,,,,,11.34,,13.2,,2.32,0.27,,N,
1760,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,4.38,1.42,Main,,,,,,,,,,,10.12,10.12,19.04,12.69,2.59,0.32,,N,
1761,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,17.96,,14.01,,2.4,0.72,,N,
1762,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.25,2.43,Main,,,,,,,,,,,14.48,14.48,12.88,12.88,5.26,1.07,,N,
177,LIK,XV,P5c-057,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.99,1.76,Main,,,,,,,,,,,19.19,19.19,7.95,7.95,2.11,0.42,,N,
1763,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,7.67,4.8,Main,,,,,,,,,,,8.83,8.83,17.4,12.1,5.6,0.7,,N,
1764,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.93,2.24,Main,,,,,,,,,,,16.75,16.75,11.4,9.16,3.19,0.64,,Y,
1765,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.42,1.78,Main,,,,,,,,,,,9.66,9.66,10.47,10.47,2.53,0.23,,N,
1766,LIK,VII,M4a-031,,,Opaline/CCS,10-40%,Cobble,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,13.35,,8.85,,3.54,0.37,,N,
1767,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.59,2.39,Main,,,,,,,,,,,15.43,15.65,17.83,13.17,2.45,0.58,,N,
1768,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.28,0.87,Main,,,,,,,,,,,14.59,14.59,6.54,6.54,1.38,0.12,,N,
1769,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.46,0.8,Main,,,,,,,,,,,11.51,11.51,11.49,11.49,1.43,0.18,,N,
1770,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,6.17,1.69,Main,,,,,,,,,,,16.43,16.43,10.86,9.95,2.95,0.6,,N,
1771,LIK,VII,M4a-031,,,Opaline/CCS,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.53,2.21,Main,,,,,,,,,,,12.29,12.29,16.03,14.11,3.4,0.67,Ut,N,
1772,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,22.09,8.02,Main,,,,,,,,,,,45.65,45.65,21.75,18.72,8.97,10.15,,N,
178,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,8.59,1.98,Main,,,,,,,,,,,30.93,30.93,14.68,14.68,5.09,2.24,,N,
1773,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,4.25,1.7,Main,,,,,,,,,,,15.48,15.48,28.74,23.12,4.77,2.1,,N,
1774,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,5.04,1.33,Main,,,,,,,,,,,16.31,16.31,24.21,17.6,2.28,0.98,Ut,N,
1775,LIK,VII,M4a-031,,,Hornfels,10-40%,Outcrop,Flake,Complete,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Hertzian,Feather,,0,0,0,0,0,0,0,0,0,0,0,RECTANGULAR,NotPrepared,No,6.26,3.38,Main,,,,,0,0,0,0,0,0,22.54,22.54,14.88,10.96,5.99,2,,N,
1776,LIK,VII,M4a-031,,,Hornfels,1-10%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,13.21,2.48,Main,,,,,,,,,,,25.05,25.05,13.14,13.14,4.19,1.08,,N,
1777,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,14.35,3.2,Main,,,,,,,,,,,26.53,26.53,21.92,17.54,9.22,3.68,Ut,N,
1779,LIK,VII,M4a-031,,,Hornfels,10-40%,Outcrop,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,22.35,,14.41,,3.18,1,,N,
1780,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Hertzian,Feather,,0,0,0,0,0,0,0,0,0,0,0,RECTANGULAR,NotPrepared,No,3.12,1.14,Main,,,,,0,0,0,0,0,0,13.88,13.88,10.92,9.85,2.65,0.33,,N,
1781,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.77,3.9,Main,,,,,,,,,,,13.14,13.14,12.95,9.95,5.37,1.27,,N,
1782,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.87,1.32,Main,,,,,,,,,,,13.74,13.74,14.33,10.06,2.54,0.39,,N,
1783,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.22,4.08,,,,,,,,,,,,15,,7.23,,4.58,0.59,Ut,N,
179,LIK,XV,P5c-057,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,11.38,6.81,Main,,,,,,,,,,,32.23,32.23,17.97,17.97,6.14,4.19,,N,
1784,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,10.76,,10.76,,2.35,0.35,Ut,N,
1785,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,11.91,,6.82,,2.53,0.23,,N,
1786,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,Indeterminate,No,2.71,0.89,Main,,,,,,,,,,,18.01,18.01,10.32,10.32,1.22,0.2,Ut,N,
1787,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.25,3.13,Main,,,,,,,,,,,12.85,12.85,8.03,8.03,1.59,0.21,,N,
1788,LIK,VII,M4a-031,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,22.3,10.94,Main,,,,,,,,,,,47.98,39.26,27.57,27.57,21.99,13,Ut,N,
1789,LIK,VII,M4a-031,,,Tuff,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.53,3.12,Main,,,,,,,,,,,17.58,14.34,13.44,13.44,2.22,0.64,,N,
1790,LIK,VII,M4a-031,,,Tuff,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,5.42,3.81,Main,,,,,,,,,,,10.08,10.08,6.32,5.68,2.45,0.17,,N,
1791,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Spherical,0%,3,2,1,3,4,16.06,27.34,,21.6,,11.99,11,,N,
1792,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,15.41,5.52,,,,,,,,,,,,38.13,,15.36,,10.14,9.64,,N,
1793,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,4,3,2,5,3,19.5,37.36,,25.6,,15.18,26.15,,N,
180,LIK,XV,P5c-057,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,5.03,1.37,Main,,,,,,,,,,,9.39,9.39,18.57,18.57,1.43,0.2,,N,
1794,LIK,VII,M4a-031,,,Quartz,0%,,Flake,Proximal,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Hertzian,,,0,0,0,0,0,0,0,0,0,0,0,RECTANGULAR,NotPrepared,No,19.97,7.14,,,,,,0,0,0,0,0,0,41.44,0,38.87,0,17.12,31.71,Ret; Ut,N,
1795,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Bladelet,Cubic,0%,4,2,3,4,2,15.26,23.36,,17.86,,13.81,10.37,,N,
1796,LIK,VII,M4a-031,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,10.86,5.96,,,,,,,,,,,,24.12,,25.74,,6.77,6.36,Ret; Ut,N,
1797,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,16.24,4.08,Main,,,,,,,,,,,16.56,16.56,54.99,36.99,5.72,8.93,Ut,N,
1798,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,15.85,4.03,Main,,,,,,,,,,,27.28,27.28,26.11,26.11,6.03,5.08,,N,
1799,LIK,VII,M3c-031,,,Opaline/CCS,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,OVAL,NotPrepared,No,12.43,4.7,Main,,,,,,,,,,,19.81,19.81,23.59,23.59,5.18,2.95,,N,
1800,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,NotPrepared,No,11.7,4.84,Main,,,,,,,,,,,30.05,30.05,30.88,24.88,9.4,7,,N,
1801,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,6.55,5.04,Main,,,,,,,,,,,34.86,34.86,22.21,18.68,6,4.1,,N,
1802,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.7,2.57,Main,,,,,,,,,,,27.13,18.47,18.52,18.52,7,3.62,Ret; Ut,N,
1803,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,Indeterminate,No,11.13,7.21,Main,,,,,,,,,,,34.69,34.69,25.8,22.66,10.09,8.78,Ret; Ut; Possible end scraper,N,
18,LIK,XV,O5c-057,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,13.96,3.97,Main,,,,,,,,,,,7.21,7.21,22.44,19.06,4.78,0.88,,N,
181,LIK,XV,P5c-057,,,Hornfels,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.78,2.23,Main,,,,,,,,,,,9.1,9.1,12.49,12.49,1.57,0.32,,N,
1804,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,24.62,,27.03,,10.04,7.2,Ret; Ut,N,
1805,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.56,2.22,Main,,,,,,,,,,,24.96,24.96,15.74,11.92,4.63,1.92,Ret; Ut; Definite end scraper,N,
1806,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,8.93,4.13,Main,,,,,,,,,,,16.62,16.62,24.96,16.07,7.27,2.3,Ret; Ut,N,
1807,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,22.15,8.6,,,,,,,,,,,,24.57,,21.44,,13.18,8.56,,N,
1808,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,FacetWithBulb,No,10.71,8.42,8.16,,,,,,,,,,,25.01,25.01,11.81,10.48,7.85,2.2,,N,
1809,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.54,1.75,Main,,,,,,,,,,,19.5,19.5,21.22,21.22,2.15,1,,N,
1810,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.68,1.26,Main,,,,,,,,,,,19.99,19.99,7.79,7.79,2.72,0.78,,N,
1811,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,Indeterminate,No,4.36,1.82,Main,,,,,,,,,,,15.73,15.73,29.77,23.49,5.48,1.81,,N,
1812,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.26,1.75,Main,,,,,,,,,,,14.28,14.28,18.21,15.02,3.03,1.06,,N,
1813,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,NotPrepared,No,5.59,1.38,Main,,,,,,,,,,,13.5,13.5,17.13,17.13,2.32,0.4,,N,
182,LIK,XV,P5c-057,,,Hornfels,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,22.33,,18.65,,3.19,1.24,,N,
1814,LIK,VII,M3c-031,,,Opaline/CCS,10-40%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,6.03,2.54,Main,,,,,,,,,,,14.77,14.77,10.88,10.88,2.63,0.39,,N,
1815,LIK,VII,M3c-031,,,Opaline/CCS,10-40%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.3,5.98,Main,,,,,,,,,,,23.11,23.11,18.71,18.71,7.72,2.89,,N,
1816,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,,,Hinge,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,20.63,,15.91,,6.8,1.86,Ut,N,
1817,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,6.13,3.12,Main,,,,,,,,,,,10.67,10.67,18.4,12.57,4.68,0.89,,N,
1818,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.24,3.06,Main,,,,,,,,,,,24.3,24.3,10.33,10.33,4.86,1.52,,N,
1819,LIK,VII,M3c-031,,,Opaline/CCS,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,10.4,,14.32,,3.07,0.68,,N,
