"","contrast","RAWMATERIAL","estimate","lower.HPD","upper.HPD"
"2524","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod0.82 - STRAT_mod2.88)","Opaline/CCS",0.000766146260762213,-0.0524374373843992,0.0518265413930949
"2525","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod0.82 - STRAT_mod3.37)","Opaline/CCS",0.0238710311635473,-0.0270639951617198,0.0755261013701172
"2526","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod1.08 - STRAT_mod1.44)","Opaline/CCS",-0.0360123707391264,-0.0870722188397188,0.0166023808009039
"2527","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod1.08 - STRAT_mod2.15)","Opaline/CCS",-0.0221389040330355,-0.0526140612235544,0.0140902015566953
"2528","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod1.08 - STRAT_mod2.88)","Opaline/CCS",-0.0479558301456853,-0.100949506280567,0.0037047336600704
"2529","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod1.08 - STRAT_mod3.37)","Opaline/CCS",-0.0250946800190004,-0.077621113575602,0.0244701786885533
"2530","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod1.44 - STRAT_mod2.15)","Opaline/CCS",0.0261669429641438,-0.00677480282411702,0.0603997587753886
"2531","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod1.44 - STRAT_mod2.88)","Opaline/CCS",0.000396620958280192,-0.0516337264319136,0.0529646017217873
"2532","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod1.44 - STRAT_mod3.37)","Opaline/CCS",0.0231356930792366,-0.0268388886456927,0.0759484751215003
"2533","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod2.15 - STRAT_mod2.88)","Opaline/CCS",-0.0132617902717143,-0.0968331726157858,0.0647656372953063
"2534","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod2.15 - STRAT_mod3.37)","Opaline/CCS",0.00956755534047304,-0.0716055419949289,0.0894257686376347
"2535","(STRAT_mod0.1 - STRAT_mod2.15) - (STRAT_mod2.88 - STRAT_mod3.37)","Opaline/CCS",0.0351313988742019,-0.0150068429601147,0.0892698246133854
"2536","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.1 - STRAT_mod3.37)","Opaline/CCS",0.0227143415361222,-0.000367124915024775,0.0449276980795617
"2537","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.2 - STRAT_mod0.3)","Opaline/CCS",0.0505935312069374,0.00127298489473171,0.0975767735559772
"2538","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.2 - STRAT_mod0.82)","Opaline/CCS",0.0136622324889735,-0.0306068938143644,0.0572106178543801
"2539","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.2 - STRAT_mod1.08)","Opaline/CCS",0.0624610714665981,0.0172278636131238,0.105202552168993
"2540","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.2 - STRAT_mod1.44)","Opaline/CCS",0.014183261325835,-0.0329080608625962,0.0561422114758021
"2541","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.2 - STRAT_mod2.15)","Opaline/CCS",0.0276653119602168,-0.0310205542063944,0.0804235390168206
"2542","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.2 - STRAT_mod2.88)","Opaline/CCS",0.00184484679817265,-0.0364572664605709,0.0394953549697297
"2543","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.2 - STRAT_mod3.37)","Opaline/CCS",0.024457755946522,-0.0193880807777953,0.0685377526192412
"2544","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.3 - STRAT_mod0.82)","Opaline/CCS",0.00163898164094634,-0.040869411936661,0.0450383266437666
"2545","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.3 - STRAT_mod1.08)","Opaline/CCS",0.0503217731044603,0.00668032145304265,0.0929236109422913
"2546","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.3 - STRAT_mod1.44)","Opaline/CCS",0.00198263604064786,-0.0409740088489876,0.0455859804583785
"2547","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.3 - STRAT_mod2.15)","Opaline/CCS",0.0153803930775938,-0.0377553891660987,0.0715224427106289
"2548","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.3 - STRAT_mod2.88)","Opaline/CCS",-0.0103421247930928,-0.0465746118208461,0.0272121513334209
"2549","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.3 - STRAT_mod3.37)","Opaline/CCS",0.0125511212747982,-0.0315419802629608,0.0549079728448065
"2550","(STRAT_mod0.1 - STRAT_mod2.88) - (STRAT_mod0.82 - STRAT_mod1.08)","Opaline/CCS",0.0873091518324767,0.0458444180124369,0.126772113306403
