"","contrast","RAWMATERIAL","estimate","lower.HPD","upper.HPD"
"1640","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod1.44 - STRAT_mod2.88)","Opaline/CCS",-0.228981918419942,-0.391337475171927,-0.0721294433885376
"1641","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod1.44 - STRAT_mod3.37)","Opaline/CCS",-0.162737203911054,-0.316596177733173,-0.00223738191310957
"1642","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod2.15 - STRAT_mod2.88)","Opaline/CCS",-0.0968075648589564,-0.277932335090308,0.0872559940990077
"1643","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod2.15 - STRAT_mod3.37)","Opaline/CCS",-0.0307733283680923,-0.214827296461339,0.14455090022296
"1644","(STRAT_mod0.01 - STRAT_mod0.2) - (STRAT_mod2.88 - STRAT_mod3.37)","Opaline/CCS",-0.02254452812875,-0.175646100522258,0.138010853084005
"1645","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.01 - STRAT_mod0.82)","Opaline/CCS",0.0572675691836984,-0.0169335401280961,0.129714255752487
"1646","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.01 - STRAT_mod1.08)","Opaline/CCS",0.0421334273772164,-0.0358641653313072,0.114579584192519
"1647","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.01 - STRAT_mod1.44)","Opaline/CCS",0.042444768026318,-0.0355734716187578,0.116886029832519
"1648","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.01 - STRAT_mod2.15)","Opaline/CCS",-0.0912545020886237,-0.201327534807058,0.0309607774711927
"1649","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.01 - STRAT_mod2.88)","Opaline/CCS",-0.0986658604577031,-0.17366318418859,-0.0230865245035371
"1650","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.01 - STRAT_mod3.37)","Opaline/CCS",-0.0343364273714009,-0.104749299531668,0.0408668236257947
"1651","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod0.1)","Opaline/CCS",0.000938503523468637,-0.199352355870851,0.210102838996115
"1652","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod0.2)","Opaline/CCS",0.0685961934233916,-0.134338393299049,0.263171332502255
"1653","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod0.3)","Opaline/CCS",-0.0536323983392649,-0.238339338428287,0.119013128229621
"1654","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod0.82)","Opaline/CCS",0.00442845611804463,-0.197101175623903,0.188756310100099
"1655","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod1.08)","Opaline/CCS",-0.0106315591602194,-0.207349263334582,0.178774222456257
"1656","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod1.44)","Opaline/CCS",-0.011540200610429,-0.198096690445262,0.185877184518371
"1657","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod2.15)","Opaline/CCS",-0.142545095434014,-0.339979290715283,0.0855280599884278
"1658","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod2.88)","Opaline/CCS",-0.152527348265867,-0.349650149431542,0.0367235418096591
"1659","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.09 - STRAT_mod3.37)","Opaline/CCS",-0.0870299260215366,-0.271689980339937,0.111055127216503
"1660","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.1 - STRAT_mod0.2)","Opaline/CCS",0.0972213026541209,-0.089316417324651,0.269511092946732
"1661","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.1 - STRAT_mod0.3)","Opaline/CCS",-0.0232854752595749,-0.174761232327404,0.130098594735432
"1662","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.1 - STRAT_mod0.82)","Opaline/CCS",0.0338408319648895,-0.139161813404917,0.200232519884358
"1663","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.1 - STRAT_mod1.08)","Opaline/CCS",0.0194518943747232,-0.146750389823531,0.191973160318758
"1664","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.1 - STRAT_mod1.44)","Opaline/CCS",0.0185307619937648,-0.149148180679082,0.192929862176046
"1665","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.1 - STRAT_mod2.15)","Opaline/CCS",-0.113592071022626,-0.300981402353533,0.0829223108887941
"1666","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.1 - STRAT_mod2.88)","Opaline/CCS",-0.122231138961958,-0.29156914065607,0.0490120403985976
"1667","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.1 - STRAT_mod3.37)","Opaline/CCS",-0.0581898372004341,-0.222808523698474,0.114434916537784
"1668","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.2 - STRAT_mod0.3)","Opaline/CCS",-0.0873222640045671,-0.235307133831071,0.0557073564970831
"1669","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.2 - STRAT_mod0.82)","Opaline/CCS",-0.0307647600547496,-0.194243426870038,0.131011794610061
"1670","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.2 - STRAT_mod1.08)","Opaline/CCS",-0.045399770256693,-0.206800914821169,0.116744479960481
"1671","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.2 - STRAT_mod1.44)","Opaline/CCS",-0.045731688157296,-0.211671283124733,0.114262782178379
"1672","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.2 - STRAT_mod2.15)","Opaline/CCS",-0.17754452507738,-0.363625393442592,0.0139389594669003
"1673","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.2 - STRAT_mod2.88)","Opaline/CCS",-0.186825964829182,-0.355820535208444,-0.022977676253125
"1674","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.2 - STRAT_mod3.37)","Opaline/CCS",-0.12239227824066,-0.283038309136083,0.0454667691019833
"1675","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.3 - STRAT_mod0.82)","Opaline/CCS",0.0893802711325456,-0.0870214002651646,0.285669788086373
"1676","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.3 - STRAT_mod1.08)","Opaline/CCS",0.073739642200087,-0.103265873382156,0.268116625608969
"1677","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.3 - STRAT_mod1.44)","Opaline/CCS",0.0740969109635435,-0.1071660441081,0.263600230184602
"1678","(STRAT_mod0.01 - STRAT_mod0.3) - (STRAT_mod0.3 - STRAT_mod2.15)","Opaline/CCS",-0.0576321191668796,-0.262807698980467,0.151316346574036
